"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
5350,0.126,-7.868,0.784,NA,4,NA,0.437,90.003,0.265,0.0509,5,6.98e-05,1,68
5351,0.0619,-4.783,0.572,NA,4,0.318,0.691,NA,0.0788,NA,8,NA,0,86
5352,0.263,-5.985,0.691,187026,4,0.507,0.716,112.035,0.0085,NA,NA,9.06e-06,NA,93
5353,0.19,NA,0.437,191860,4,0.432,0.773,92.503,0.0356,0.0373,2,1.64e-05,0,40
5354,0.0967,-9.818,0.623,NA,4,0.948,0.709,122.394,0.102,NA,1,0,0,68
5355,NA,-15.214,0.483,NA,NA,0.437,0.13,100.208,0.761,0.0346,NA,1.01e-06,1,25
5356,0.104,NA,0.332,333967,NA,NA,NA,149.722,0.586,0.043,6,4.65e-05,0,0
5357,0.267,-3.002,0.517,209361,4,0.108,0.988,93.995,0.23,NA,0,0.808,1,36
5358,NA,-5.072,NA,NA,4,0.481,NA,127.95,0.118,NA,4,NA,0,89
5359,0.0979,-6.382,0.823,166053,4,NA,0.513,NA,0.0251,0.0414,NA,0,1,65
5360,0.0696,-11.55,NA,381733,NA,0.762,NA,NA,0.0296,NA,2,0.908,NA,36
5361,0.241,-3.734,0.81,NA,NA,NA,0.749,NA,0.248,0.114,6,0,0,84
5362,0.0817,NA,0.716,228855,4,0.433,0.657,NA,0.0359,0.0881,11,NA,NA,53
5363,0.0922,-9.612,0.273,287320,4,0.232,0.537,NA,0.0241,NA,2,0,NA,59
5364,NA,-6.231,0.899,147702,NA,0.38,0.619,143.016,0.233,0.253,8,NA,NA,48
5365,NA,-4.853,0.796,190466,NA,0.565,0.68,NA,0.0886,NA,10,0,0,78
5366,0.105,NA,0.638,180000,NA,0.249,0.717,100.027,0.346,0.0337,NA,0,1,94
5367,0.105,-21.643,0.184,273735,4,0.0399,NA,120.491,0.931,0.0408,2,NA,0,50
5368,NA,NA,NA,NA,NA,0.845,NA,80.317,0.62,0.0475,0,6.19e-06,NA,5
5369,0.157,NA,NA,NA,4,0.371,0.684,125.06,NA,NA,6,NA,1,76
5370,NA,-5.582,0.474,NA,NA,NA,0.731,135.056,NA,0.0406,0,0.00536,1,66
5371,0.14,-14.918,0.439,NA,4,NA,0.434,94.845,0.0783,0.0265,NA,4.87e-05,1,77
5372,0.249,-12.846,0.482,252493,NA,NA,NA,125.619,0.00853,NA,NA,NA,1,66
5373,0.0814,NA,NA,235626,4,NA,NA,117.599,0.351,0.0278,5,0,1,42
5374,NA,-9.633,0.792,163713,4,NA,0.557,124.004,0.146,0.248,10,0.369,NA,51
5375,0.396,NA,0.611,120750,4,0.152,0.456,120.01,0.551,0.06,6,1.45e-06,NA,62
5376,0.0831,-3.75,NA,NA,4,0.721,NA,NA,0.00305,NA,0,3.65e-05,1,70
5377,0.33,-11.497,0.771,NA,4,NA,0.727,NA,0.217,NA,4,0.0464,0,23
5378,0.273,-6.287,0.714,290767,NA,0.379,0.57,95.015,NA,0.0233,8,0.48,0,60
5379,0.104,-8.949,0.905,152613,4,0.21,NA,129.058,0.0978,0.269,2,0.000275,1,66
5380,0.104,NA,0.815,NA,4,0.877,NA,151.891,0.223,0.0897,NA,0,NA,40
5381,0.137,-9.54,0.589,151026,4,0.441,0.57,136.203,NA,0.361,1,NA,NA,73
5382,0.115,-11.565,0.51,185333,4,NA,NA,NA,0.838,NA,5,0,NA,43
5383,NA,NA,0.508,210571,4,0.149,0.914,132.018,0.0061,NA,NA,NA,0,55
5384,0.0906,-6.43,0.463,231573,4,0.66,NA,94.003,0.000233,NA,7,0.109,NA,48
5385,NA,-8.386,NA,163053,4,NA,NA,NA,NA,0.034,NA,0,NA,39
5386,0.238,NA,0.391,NA,4,0.201,0.649,173.249,0.35,NA,3,1e-04,0,70
5387,NA,-10.983,NA,151626,4,NA,0.776,177.283,NA,NA,9,NA,NA,48
5388,0.151,NA,0.731,179230,4,0.508,0.614,80.025,0.137,0.0628,NA,1.3e-05,0,69
5389,NA,NA,0.643,NA,4,NA,NA,154.084,NA,0.0856,10,0,NA,88
5390,0.0834,-2.674,0.545,180655,4,0.549,NA,111.962,0.000838,NA,NA,0,1,42
5391,0.0802,-9.558,0.725,226285,NA,NA,0.486,104.831,0.611,0.122,3,0,0,43
5392,0.303,NA,NA,NA,4,0.838,0.973,100.649,0.169,0.0838,NA,3.97e-06,1,33
5393,0.119,-7.77,0.921,NA,4,NA,NA,96.042,0.264,NA,NA,0,1,71
5394,NA,-2.966,0.447,NA,NA,0.533,0.966,178.105,NA,0.089,7,0.000198,NA,68
5395,0.156,-7.113,0.522,263000,4,NA,NA,76.05,0.24,0.0354,5,2.04e-05,0,39
5396,0.375,-4.029,0.763,197494,4,NA,0.671,NA,0.401,NA,1,NA,0,69
5397,0.19,NA,0.684,168000,4,0.791,NA,126.021,NA,0.0805,NA,3.71e-06,1,63
5398,0.114,NA,0.845,248866,NA,NA,0.51,NA,0.29,0.224,11,NA,NA,76
5399,0.215,NA,0.65,215973,NA,0.757,NA,NA,0.0655,0.0356,5,0.00274,NA,12
5400,0.103,-3.394,0.709,260233,4,0.446,0.857,126.038,0.00219,0.0881,9,NA,1,86
5401,0.0968,-30.226,0.287,NA,NA,0.0856,NA,NA,NA,0.0455,5,0.909,NA,49
5402,0.0804,-6.4,0.822,186200,NA,0.335,0.476,NA,0.0925,NA,NA,0,0,45
5403,0.715,-7.164,NA,NA,NA,0.107,NA,NA,0.0113,0.052,2,0,1,69
5404,0.315,-8.065,0.782,247266,NA,0.205,0.766,NA,0.119,0.224,6,0.000746,0,57
5405,NA,NA,0.251,292961,4,0.618,NA,140.059,NA,0.037,3,0.848,0,35
5406,0.207,NA,0.655,162093,4,0.509,0.0909,141.113,0.996,0.0751,NA,0.0345,1,0
5407,0.134,-7.163,0.586,260253,NA,0.508,0.525,133.629,0.111,0.0615,1,0,0,79
5408,0.0655,-2.404,0.805,NA,NA,0.663,NA,128.005,0.00145,0.0471,NA,0.795,NA,62
5409,0.446,-7.295,0.637,179600,4,0.349,0.472,129.236,0.539,0.0271,5,0,1,59
5410,NA,-12.599,0.563,107160,4,0.13,0.162,118.678,0.948,0.0358,10,1.19e-05,0,45
5411,NA,-7.012,0.805,451362,4,0.0716,NA,NA,0.0044,NA,8,0.92,NA,58
5412,NA,-11.839,NA,NA,4,NA,0.707,115.144,0.00224,0.0412,NA,0.377,1,56
5413,NA,NA,NA,217893,NA,0.825,0.474,150.068,0.0216,0.274,NA,0,NA,57
5414,0.325,-6.122,0.496,197112,4,0.62,0.793,NA,NA,0.297,5,0,NA,74
5415,0.174,-7.779,0.607,240551,NA,0.209,0.431,164.048,0.506,NA,5,2.24e-06,1,45
5416,NA,-10.969,0.447,231493,NA,0.59,NA,112.918,NA,0.0331,4,NA,NA,44
5417,0.716,-6.162,0.879,NA,NA,NA,NA,117.975,0.033,0.309,NA,0,NA,87
5418,NA,NA,0.8,NA,4,0.367,NA,143.01,0.00381,NA,4,0,0,92
5419,0.34,NA,NA,239835,4,0.218,0.566,83.903,0.349,0.2,6,0,0,97
5420,NA,-19.459,NA,NA,NA,NA,NA,104.481,NA,0.0508,0,0.521,1,36
5421,0.222,NA,0.798,NA,4,0.606,NA,145.937,0.473,0.28,6,0,NA,38
5422,NA,NA,0.33,251666,4,0.485,NA,109.864,0.677,NA,NA,0,0,49
5423,0.192,NA,NA,198946,NA,NA,0.66,95.031,0.137,0.123,10,0,0,80
5424,NA,-12.173,0.655,221773,4,0.515,0.533,116.055,0.125,NA,NA,0,1,26
5425,0.13,-6.056,0.544,215133,4,NA,0.897,157.17,0.241,0.0471,NA,0,0,71
5426,0.127,-18.772,NA,371240,3,NA,NA,179.11,NA,0.0398,4,0.0603,NA,4
5427,0.107,-9.448,0.519,231760,NA,NA,0.515,80.329,NA,0.031,5,5.66e-05,1,67
5428,NA,-8.131,0.547,NA,NA,NA,0.289,NA,NA,0.0348,NA,NA,NA,79
5429,0.636,-4.449,NA,221653,NA,NA,0.779,94.023,NA,0.0972,0,NA,0,89
5430,0.222,NA,0.768,205000,4,0.0873,0.912,91.44,0.423,0.14,2,1.13e-05,1,49
5431,0.0764,-5.15,NA,NA,4,0.461,0.576,127.641,0.139,NA,11,0,0,65
5432,0.122,-5.812,0.554,215107,4,NA,0.768,99.679,NA,NA,NA,7.13e-06,0,19
5433,NA,-13.931,NA,230000,4,0.342,0.274,167.998,0.502,0.295,6,0.257,1,31
5434,0.117,-6.098,0.721,161537,4,0.749,0.75,104.854,0.0423,0.0377,NA,0,0,44
5435,0.157,-6.611,NA,NA,NA,0.371,NA,125.06,0.121,0.0512,6,0.00503,1,76
5436,0.117,-7.166,NA,131461,NA,NA,0.437,89.073,0.307,0.211,NA,0.00762,NA,56
5437,0.0869,-6.106,NA,158266,4,NA,0.84,144.392,0.273,0.0891,2,1.39e-05,0,4
5438,0.139,-18.361,0.524,253933,4,0.322,0.108,127.982,0.957,0.0493,0,NA,NA,23
5439,0.204,-9.785,NA,NA,4,NA,0.42,116.76,0.666,NA,5,0,NA,40
5440,0.0606,NA,NA,197386,4,0.632,0.857,126.072,NA,0.0384,NA,0,1,63
5441,NA,-2.298,NA,209014,4,NA,NA,125.024,0.00411,0.036,2,NA,1,63
5442,0.124,-6.742,0.603,NA,4,0.282,0.533,NA,0.4,0.0832,0,0,1,66
5443,NA,-8.07,0.395,184120,4,NA,0.892,148.43,0.0797,0.0537,11,NA,1,43
5444,0.814,NA,0.251,128199,4,0.599,NA,177.13,0.488,NA,1,7.34e-06,NA,60
5445,0.179,-4.549,NA,203733,NA,NA,0.971,NA,NA,0.1,8,0,1,55
5446,0.176,-12.753,NA,NA,NA,0.485,NA,97.957,0.627,0.0319,NA,0,1,61
5447,0.122,-8.796,0.569,63697,NA,0.537,0.415,140.1,0.923,0.0289,3,0.00456,0,43
5448,0.261,-3.906,NA,228240,4,NA,0.853,119.862,0.38,NA,10,0,0,54
5449,0.0977,NA,0.749,229120,NA,0.674,0.723,108.999,0.0563,0.0432,1,0.022,1,79
5450,0.101,-13.589,0.395,NA,4,0.126,NA,177.679,NA,NA,NA,NA,1,74
5451,0.264,-5.389,0.625,251147,NA,0.581,0.833,126.013,0.0274,0.0347,7,0,0,41
5452,NA,NA,NA,293653,4,0.262,0.893,174.238,0.0222,NA,4,0.0524,NA,69
5453,0.162,-8.32,NA,361280,4,0.239,NA,NA,NA,0.188,NA,0.000242,1,64
5454,0.06,NA,NA,158095,4,0.267,0.979,NA,0.00141,NA,8,0.902,1,63
5455,0.09,-3.188,NA,176748,3,0.967,0.737,116.645,0.621,0.0337,NA,0.000303,1,60
5456,0.192,-4.403,0.748,158349,4,0.909,0.856,125.973,0.00386,0.0281,NA,2.06e-06,1,39
5457,0.102,-7.811,0.344,219893,5,NA,0.418,NA,0.743,NA,3,NA,1,56
5458,0.296,NA,0.758,225973,4,NA,NA,NA,0.0534,0.159,NA,0.00268,1,52
5459,0.0368,-2.507,0.741,259360,4,0.593,NA,153.88,NA,0.14,8,NA,1,36
5460,0.286,-5.461,0.547,316413,4,0.362,0.949,105.961,0.161,0.0355,11,0.0187,NA,35
5461,0.157,-4.245,0.345,245213,4,0.396,0.852,137.089,0.00016,0.0499,11,0.0165,NA,49
5462,NA,-4.746,NA,292093,4,0.577,0.915,NA,NA,0.113,NA,0,NA,80
5463,NA,NA,NA,235445,4,0.404,NA,NA,0.358,0.232,NA,NA,1,4
5464,NA,-10.526,NA,232426,NA,0.357,0.473,138.218,0.235,0.0269,10,0,1,62
5465,0.096,-7.927,0.756,155720,4,0.537,0.609,117.023,NA,0.0544,3,0.00474,1,80
5466,0.0744,-3.083,0.52,268832,4,0.62,0.901,175.048,NA,0.121,5,0.000901,NA,42
5467,0.151,-6.53,0.541,198600,4,0.203,NA,144.218,0.00114,NA,0,1.09e-06,1,64
5468,NA,NA,NA,NA,NA,0.793,0.887,NA,0.0665,0.0349,NA,0.000179,NA,63
5469,NA,-7.516,0.64,140773,4,NA,0.663,132.77,NA,0.0374,0,0.00806,NA,81
5470,NA,-7.916,0.442,235236,4,0.247,0.39,99.157,NA,0.0285,8,2.8e-05,1,35
5471,0.128,-9.744,0.828,257800,4,0.789,0.492,120.151,0.0644,0.0276,0,0.00428,NA,80
5472,0.11,NA,0.642,NA,1,0.108,0.237,NA,0.778,0.335,NA,NA,1,52
5473,0.389,NA,NA,289133,4,NA,0.912,159.985,NA,NA,NA,0.702,0,16
5474,0.952,NA,0.59,NA,4,0.223,NA,NA,0.00214,0.0817,7,NA,1,7
5475,NA,-8.103,0.76,161989,NA,NA,0.476,147.01,0.294,0.241,8,0,1,73
5476,NA,-9.558,0.586,NA,NA,NA,0.7,NA,0.0589,0.0363,0,NA,1,74
5477,0.105,-7.016,0.511,280040,NA,0.161,NA,NA,NA,NA,5,2.33e-05,NA,71
5478,0.119,-3.318,NA,NA,NA,NA,0.749,147.905,0.271,0.0405,6,0,NA,73
5479,0.39,NA,NA,177226,4,0.638,0.823,94.533,NA,NA,NA,7.1e-06,0,60
5480,0.309,-8.522,NA,208397,4,NA,0.481,NA,0.12,0.0801,10,0,0,8
5481,NA,-3.741,0.479,NA,NA,NA,NA,181.812,0.000216,NA,NA,0.051,1,7
5482,0.172,-6.042,NA,173004,NA,0.868,0.491,90.011,0.711,0.0317,9,NA,1,73
5483,0.328,-3.889,0.609,NA,4,0.744,0.874,112.011,0.0263,0.0293,9,NA,NA,61
5484,NA,-7.979,0.484,178743,4,NA,NA,178.724,0.676,0.89,NA,0.0515,0,45
5485,0.143,-7.841,0.584,192261,4,NA,0.494,104.683,0.142,NA,5,0,0,46
5486,0.0481,-3.528,NA,224933,4,0.793,0.899,129.885,0.0911,0.0434,11,0.0172,1,68
5487,NA,-6.945,0.662,NA,4,NA,0.711,120.005,0.00133,0.0439,NA,0.864,0,63
5488,0.108,-8.125,0.772,209280,4,0.487,0.374,NA,0.625,0.226,5,0,0,45
5489,0.13,-15.723,0.697,183893,4,0.308,0.182,NA,0.281,NA,NA,0.00693,0,25
5490,NA,-6.858,0.652,284653,4,NA,0.891,179.604,0.396,NA,0,0.0022,1,59
5491,0.817,-3.226,0.699,211975,NA,0.499,NA,127.961,0.0288,NA,NA,NA,NA,74
5492,0.576,-5.812,NA,219106,4,NA,0.648,88.14,0.723,0.0331,7,NA,1,57
5493,0.131,NA,NA,296800,4,NA,NA,103.951,NA,0.037,4,0,0,79
5494,NA,-9.321,0.939,182857,4,0.114,0.315,125.989,0.0334,0.487,NA,1.54e-05,1,53
5495,NA,-5.705,0.86,316053,4,NA,0.71,122.993,NA,NA,NA,0,1,62
5496,0.102,-2.371,NA,218295,4,NA,0.839,98.932,0.135,NA,NA,0,1,84
5497,NA,-7.373,0.398,148573,NA,0.433,0.954,NA,0.0133,0.0715,6,NA,NA,34
5498,0.515,-3.974,0.692,246320,NA,0.692,0.833,96.814,NA,0.0492,NA,1.98e-05,1,72
5499,0.384,NA,NA,188986,4,0.816,NA,NA,NA,NA,NA,0,NA,79
5500,NA,NA,0.726,157640,4,NA,0.356,123.885,0.666,0.0399,7,0,1,57
5501,0.0906,-10.67,0.767,286271,4,0.131,0.633,113.998,0.013,0.0464,2,0.934,NA,61
5502,0.721,-3.307,NA,217333,4,NA,0.719,169.936,0.00957,0.111,NA,0,1,33
5503,NA,-8.063,0.508,231666,4,NA,0.597,81.982,0.0177,NA,NA,NA,1,68
5504,0.0563,-5.908,0.508,261640,4,0.472,NA,79.983,NA,0.0628,11,0,0,82
5505,0.0966,-11.627,0.754,97084,4,0.326,0.197,NA,0.958,0.105,2,NA,1,5
5506,NA,NA,0.68,180000,4,NA,0.401,NA,NA,0.0437,NA,NA,0,41
5507,NA,-11.083,0.7,256893,NA,NA,0.447,NA,NA,0.0354,8,0.000192,0,68
5508,0.102,-5.723,0.921,135090,4,0.711,0.537,128.009,0.556,0.0804,NA,0.00404,0,96
5509,0.178,-6.733,0.646,156106,4,NA,NA,129.378,0.528,0.0434,9,0.00786,NA,52
5510,0.372,-3.998,0.816,NA,4,0.65,0.726,136.048,0.099,0.129,5,NA,0,95
5511,NA,-7.565,NA,193373,4,0.788,0.61,NA,0.0307,0.239,7,NA,1,34
5512,0.0762,-3.855,0.845,239160,4,0.451,NA,119.986,0.227,0.268,NA,NA,1,53
5513,NA,NA,0.314,275573,4,NA,0.974,90.022,NA,NA,8,0.74,NA,48
5514,0.0654,NA,0.62,190720,NA,0.274,0.667,NA,0.0786,NA,1,NA,0,69
5515,NA,-8.359,0.792,336960,4,NA,0.503,87.847,0.0198,0.276,NA,0,NA,65
5516,NA,-3.888,0.757,224570,NA,0.684,0.947,NA,NA,0.205,9,1.13e-06,0,54
5517,0.188,NA,0.225,NA,4,0.25,NA,94.808,5.39e-05,0.0856,4,0.000264,0,32
5518,0.126,-6.354,NA,NA,NA,0.0965,0.526,79.519,NA,0.298,6,NA,NA,49
5519,0.062,-7.57,0.641,262106,4,NA,NA,92.057,NA,0.0795,NA,2.61e-06,1,61
5520,NA,-6.586,0.701,189836,4,NA,0.833,122.034,0.00418,NA,0,0.000133,0,62
5521,0.106,-6.18,NA,193493,NA,0.688,NA,118.441,NA,0.0371,NA,NA,1,61
5522,NA,-14.295,0.489,196466,NA,0.622,0.349,124.348,NA,NA,2,0.0789,0,64
5523,NA,-9.349,NA,NA,NA,0.558,NA,95.063,0.716,NA,NA,0,1,76
5524,NA,-5.357,0.618,300773,4,0.711,0.896,NA,0.171,0.0307,2,0,1,75
5525,0.0992,-4.566,0.817,215151,NA,0.674,NA,130.04,NA,0.283,11,0,0,83
5526,0.11,NA,NA,137960,NA,NA,NA,94.292,0.449,0.0276,7,0.000265,1,36
5527,0.0432,-12.018,NA,209946,4,0.892,NA,117.389,NA,0.0305,NA,7.41e-05,1,25
5528,0.398,-3.203,0.606,155644,4,0.396,0.941,128.018,0.00401,NA,1,NA,1,67
5529,0.107,-5.906,0.755,238053,4,0.237,NA,178.929,0.241,0.216,7,0,1,78
5530,0.0914,-18.472,0.744,NA,4,0.673,NA,114.918,0.609,0.059,0,NA,1,33
5531,0.119,NA,0.73,NA,4,0.591,0.535,83.985,0.925,NA,4,0.0522,0,45
5532,NA,-11.465,NA,459040,NA,NA,NA,NA,NA,0.0785,NA,NA,1,27
5533,NA,-4.06,NA,NA,NA,NA,0.843,109.91,0.0506,0.106,7,0,0,41
5534,NA,-6.055,0.891,NA,4,NA,NA,100.972,NA,NA,4,NA,0,74
5535,0.0905,-5.384,0.603,242972,4,0.458,NA,NA,0.525,0.297,11,NA,1,83
5536,0.0665,-9.942,0.725,218360,4,NA,NA,79.984,0.3,NA,1,0.000215,0,69
5537,0.384,NA,0.77,284906,NA,NA,0.838,91.513,0.0304,0.0444,7,NA,1,64
5538,NA,-4.136,0.615,NA,4,NA,0.875,NA,0.29,NA,NA,0,NA,31
5539,0.0634,NA,0.798,269106,NA,0.668,0.867,109.04,0.101,0.12,1,NA,NA,82
5540,0.511,-7.017,NA,93306,4,NA,0.964,122.251,NA,NA,10,NA,1,6
5541,0.176,-3.885,NA,NA,4,0.891,0.955,NA,0.0881,0.147,NA,0.00326,1,0
5542,0.209,-10.183,0.676,110560,4,0.557,NA,127.45,NA,0.034,NA,5.85e-05,1,0
5543,NA,-12.539,0.759,142773,4,NA,0.621,134.319,0.067,NA,5,0.000291,1,25
5544,0.0587,NA,0.466,NA,4,NA,NA,160.033,0.0521,0.199,8,NA,0,72
5545,0.119,-4.693,NA,NA,4,0.636,NA,147.997,0.0267,0.219,NA,4.47e-06,0,69
5546,NA,-10.033,NA,228809,NA,0.59,0.659,195.956,NA,0.0375,5,NA,1,55
5547,0.11,-7.103,NA,NA,4,NA,0.559,135.943,0.00866,NA,NA,0,1,39
5548,0.293,-7.718,0.784,NA,4,0.854,0.675,NA,0.261,0.049,0,1.4e-06,1,20
5549,0.392,-3.969,NA,151020,4,NA,NA,125.005,0.00116,0.0699,0,0.609,1,58
5550,0.123,-11.675,0.416,234773,4,0.17,0.369,NA,0.747,NA,NA,1.43e-05,0,65
5551,NA,NA,NA,184080,4,0.625,0.748,111.943,0.123,0.0435,1,NA,1,72
5552,0.631,-6.145,0.499,239834,4,0.253,NA,NA,0.129,0.0438,NA,0,1,84
5553,NA,-6.848,0.782,189233,NA,0.861,NA,NA,NA,0.0456,NA,NA,1,40
5554,NA,NA,NA,235373,4,NA,NA,126.994,NA,NA,2,0.000717,0,48
5555,0.194,-6.208,NA,NA,4,0.691,0.815,145.424,0.000418,0.0348,2,0.807,NA,57
5556,0.58,NA,0.618,NA,4,NA,0.929,121.995,NA,NA,NA,0.000635,1,28
5557,0.112,NA,0.753,184732,4,NA,0.657,NA,0.171,0.0449,7,0,1,90
5558,0.552,-9.211,0.754,198973,NA,0.357,0.449,77.169,0.0332,NA,7,8.29e-05,1,93
5559,NA,-7.286,0.852,205879,NA,0.656,0.553,142.072,0.0563,NA,1,0,NA,79
5560,NA,NA,0.8,NA,4,0.465,0.873,126.012,0.00517,0.089,11,0.014,0,50
5561,NA,-8.325,0.436,245386,4,0.611,0.899,144.93,0.00354,NA,10,0.865,NA,52
5562,0.116,-6.517,0.911,172440,4,NA,NA,142.036,0.14,NA,11,0,0,76
5563,0.134,NA,0.55,NA,4,0.809,0.716,NA,0.253,0.319,8,0,1,59
5564,NA,-4.575,0.55,238653,3,0.245,NA,109.552,1.85e-05,0.0378,7,0.214,1,14
5565,0.134,-5.383,0.59,229980,NA,0.831,0.852,159.76,NA,0.173,7,1.98e-06,NA,22
5566,0.122,-8.357,NA,NA,NA,0.308,NA,116.723,0.0263,0.0329,9,NA,NA,65
5567,0.122,NA,0.4,250112,4,NA,0.478,92.394,0.688,NA,8,NA,NA,41
5568,0.182,-9.027,0.677,207466,4,0.417,0.503,85.926,0.0888,0.0867,NA,1.48e-05,1,47
5569,0.112,-10.022,0.511,221653,4,0.264,NA,129.996,0.584,0.0912,5,NA,0,22
5570,0.106,NA,0.219,NA,4,NA,0.323,170.437,NA,0.0333,10,0,1,58
5571,0.0585,-7.776,0.709,278066,3,0.58,NA,133.922,NA,0.0433,NA,NA,0,70
5572,0.215,-7.952,0.578,196613,NA,0.892,NA,NA,NA,0.0441,NA,NA,NA,62
5573,0.103,-5.618,0.793,208079,4,0.468,NA,NA,0.831,0.1,9,NA,0,87
5574,NA,-20.894,0.519,67000,NA,0.314,0.0786,64.455,0.995,0.095,NA,NA,0,69
5575,NA,-6.781,NA,143200,4,0.608,NA,NA,0.728,0.0368,4,0,1,30
5576,0.383,-10.455,0.595,234960,NA,0.823,0.617,85.387,0.0343,0.117,6,0.000135,0,19
5577,NA,-7.055,0.621,NA,4,NA,NA,NA,NA,0.542,10,0,0,17
5578,0.215,-7.025,NA,196760,4,NA,NA,NA,0.149,0.219,10,NA,0,52
5579,NA,-4.877,0.559,198613,4,0.592,0.754,NA,NA,0.0259,NA,7.14e-05,1,10
5580,0.118,-9.037,0.955,NA,4,NA,0.735,122.311,0.0489,0.0447,9,0.844,0,4
5581,0.0562,NA,NA,238568,NA,0.402,0.58,137.752,0.118,NA,9,1.91e-05,NA,56
5582,0.0835,-7.881,0.747,128464,4,NA,0.339,NA,0.146,0.0871,2,0.741,1,19
5583,0.177,NA,0.519,63080,4,0.7,NA,NA,0.822,NA,10,0,0,55
5584,NA,-4.997,0.625,NA,4,0.721,0.763,88.753,0.147,NA,8,0.0106,0,75
5585,NA,NA,0.55,NA,4,0.274,0.415,NA,0.161,0.052,NA,0,0,87
5586,0.116,-8.456,0.739,194400,NA,0.31,0.471,90.002,NA,0.0436,NA,9.78e-05,1,65
5587,0.0628,-5.658,NA,186080,NA,0.642,0.769,114.966,0.314,0.186,10,2.38e-06,0,83
5588,0.235,-4.743,0.614,NA,4,0.8,NA,NA,NA,0.0337,7,1.38e-06,0,15
5589,NA,-7.678,0.743,238373,NA,0.118,0.339,203.927,NA,NA,NA,0,1,62
5590,0.0543,NA,0.757,NA,4,0.56,0.579,99.968,NA,0.0809,1,0,0,74
5591,0.121,NA,NA,212266,4,NA,0.828,NA,NA,0.0389,5,0.00253,0,16
5592,0.0711,-4.573,0.567,183356,4,0.447,0.808,99.71,0.068,0.0963,NA,NA,0,53
5593,0.215,-7.025,0.903,NA,NA,NA,0.625,129.993,NA,0.219,10,1.78e-05,NA,52
5594,0.195,-3.304,0.547,203273,NA,NA,NA,93.966,NA,0.0507,NA,0.0451,0,58
5595,NA,NA,NA,279520,4,NA,NA,125.894,NA,0.0469,7,0.868,1,7
5596,NA,-6.363,0.811,143283,4,0.768,NA,134.013,0.131,NA,NA,NA,0,37
5597,0.09,-9.324,0.773,NA,4,0.215,0.413,NA,NA,0.0673,6,0,0,53
5598,0.217,-4.155,0.78,NA,NA,0.666,NA,NA,0.119,NA,11,4.1e-06,0,67
5599,0.093,-10.042,0.65,192960,NA,0.919,NA,109.292,NA,0.0289,4,NA,NA,16
5600,0.76,-6.53,0.539,230693,NA,NA,NA,100.812,0.382,0.0403,9,NA,NA,73
5601,0.104,-5.76,0.618,192826,NA,NA,0.801,NA,0.0618,0.212,8,0,NA,57
5602,0.188,-3.142,NA,258826,NA,0.573,0.786,123.052,0.0208,0.0301,2,0,NA,77
5603,0.176,NA,NA,241613,NA,0.436,0.64,129.924,0.586,0.0402,NA,0,NA,55
5604,0.0935,-5.582,0.684,163586,4,0.39,NA,85.004,NA,NA,NA,0,NA,49
5605,0.0828,-5.678,0.31,255493,4,0.763,0.7,188.386,NA,0.047,9,0.00965,NA,83
5606,NA,NA,NA,196840,NA,0.946,0.63,108.466,0.195,0.0344,NA,0,1,54
5607,0.119,-4.593,0.422,189181,4,0.265,0.928,95.16,0.000531,0.131,NA,1.01e-06,1,47
5608,0.0889,NA,0.703,283813,4,0.157,0.68,115.994,NA,NA,10,0.74,NA,57
5609,0.354,-6.126,NA,249146,4,0.427,0.518,90.007,0.107,NA,6,0,1,68
5610,NA,-3.756,0.425,243160,4,NA,0.954,178.043,NA,0.0476,1,0,0,73
5611,0.17,-10.866,0.658,NA,4,0.191,0.179,128.128,NA,0.0448,8,0,1,75
5612,0.162,-4.296,0.733,152000,4,0.832,0.63,NA,NA,0.395,11,0,NA,90
5613,0.089,-4.667,NA,224840,4,0.286,0.782,NA,NA,0.0454,1,3.03e-06,1,8
5614,0.107,-9.504,0.914,109090,4,NA,NA,87.992,NA,0.411,4,NA,0,50
5615,0.0798,-3.203,0.572,NA,4,NA,NA,NA,0.0757,NA,1,0,1,85
5616,0.112,NA,0.738,NA,4,0.661,NA,80.051,0.537,0.273,11,0.934,NA,59
5617,0.303,-4.188,NA,NA,4,NA,NA,99.895,0.0658,0.137,8,0,1,55
5618,NA,-4.407,0.658,199111,4,NA,NA,97.976,0.303,0.058,1,NA,1,83
5619,0.147,-3.135,NA,NA,4,NA,0.863,92.131,NA,NA,7,1.39e-05,NA,53
5620,0.0797,-3.544,NA,229466,4,0.768,0.797,89.968,0.0994,NA,7,0,0,42
5621,0.103,-9.74,NA,146520,4,NA,0.533,131.036,NA,0.0412,0,0.000152,0,91
5622,0.0916,NA,0.545,205226,3,NA,NA,100.835,0.599,0.0813,9,NA,0,60
5623,0.303,-3.273,NA,161523,NA,NA,NA,NA,NA,NA,7,0.0478,1,55
5624,0.183,-8.056,NA,200360,4,0.516,0.637,NA,0.00523,0.0405,2,0.000122,1,2
5625,NA,-11.263,NA,229600,4,NA,0.569,NA,NA,0.0448,NA,0.000877,NA,1
5626,NA,-6.876,NA,195733,4,0.552,0.572,125.006,0.263,0.321,NA,6.3e-06,1,49
5627,0.114,-12.51,NA,136906,4,0.248,0.129,140.014,0.513,0.149,2,0.11,1,50
